assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_900104895.1	PRJNA224116	SAMN04489834	na	reference genome	412690	412690	Microterricola viridarii	strain=DSM 21772	na	latest	Chromosome	Major	Full	2016-10-20	IMG-taxon 2634166341 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900104895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/895/GCF_900104895.1_IMG-taxon_2634166341_annotated_assembly	na	assembly from type material	na        	haploid	bacteria	3837821	3837721	69.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-12	3560	3480	67	na
GCF_037478055.1	PRJNA224116	SAMN16112606	na	reference genome	412963	412963	Mycetohabitans rhizoxinica	strain=B47	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3747805v1	Plant Pathology and Plant-Microbe Biology, Cornell University	GCA_037478055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/478/055/GCF_037478055.1_ASM3747805v1	na	na	na        	haploid	bacteria	3471072	3471072	61.0	2	2	2	NCBI RefSeq	GCF_037478055.1-RS_2024_04_05	2024-04-05	3124	2811	61	na
GCF_000010405.1	PRJNA224116	SAMD00060908	na	reference genome	412965	412965	Candidatus Vesicomyosocius okutanii	strain=HA	na	latest	Complete Genome	Major	Full	2007-05-08	ASM1040v1	Japan Agency for Maine-Earth Science and Technology	GCA_000010405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/405/GCF_000010405.1_ASM1040v1	na	na	na        	haploid	bacteria	1022154	1022154	31.5	1	1	1	NCBI RefSeq	GCF_000010405.1-RS_2024_06_16	2024-06-16	993	949	42	17493812;21966992
GCF_014203755.1	PRJNA224116	SAMN12793293	JACHJS000000000.1	reference genome	413306	413306	Saccharothrix violaceirubra	strain=DSM 45084	na	latest	Contig	Major	Full	2020-08-14	ASM1420375v1	DOE Joint Genome Institute	GCA_014203755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/203/755/GCF_014203755.1_ASM1420375v1	na	assembly from type material	na        	haploid	bacteria	7354386	7354386	71.5	0	1	1	NCBI RefSeq	GCF_014203755.1-RS_2024_09_29	2024-09-29	6881	6725	66	na
GCF_024346835.1	PRJNA224116	SAMD00393683	na	reference genome	413401	413401	Vibrio comitans	strain=LMG 23416	na	latest	Complete Genome	Major	Full	2022-07-13	ASM2434683v1	Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University	GCA_024346835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/346/835/GCF_024346835.1_ASM2434683v1	na	assembly from type material	na        	haploid	bacteria	4517303	4517303	44.0	3	3	3	NCBI RefSeq	GCF_024346835.1-RS_2024_04_02	2024-04-02	4036	3877	134	34905112
GCF_024346935.1	PRJNA224116	SAMD00393686	na	reference genome	413402	413402	Vibrio inusitatus	strain=LMG 23434	na	latest	Complete Genome	Major	Full	2022-07-13	ASM2434693v1	Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University	GCA_024346935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/346/935/GCF_024346935.1_ASM2434693v1	na	assembly from type material	na        	haploid	bacteria	4414459	4414459	43.0	3	3	3	NCBI RefSeq	GCF_024346935.1-RS_2024_03_25	2024-03-25	3940	3779	133	34905112
GCF_024347075.1	PRJNA224116	SAMD00393694	na	reference genome	413403	413403	Vibrio rarus	strain=LMG 23674	na	latest	Complete Genome	Major	Full	2022-07-13	ASM2434707v1	Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University	GCA_024347075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/347/075/GCF_024347075.1_ASM2434707v1	na	assembly from type material	na        	haploid	bacteria	3877193	3877193	43.0	3	3	3	NCBI RefSeq	GCF_024347075.1-RS_2024_10_11	2024-10-11	3504	3280	140	34905112
GCF_000015105.1	PRJNA224116	SAMN02598375	na	reference genome	413404	386487	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	strain=Cm	na	latest	Complete Genome	Major	Full	2006-12-01	ASM1510v1	DOE Joint Genome Institute	GCA_000015105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/105/GCF_000015105.1_ASM1510v1	na	na	na        	haploid	bacteria	1160782	1160782	34.0	1	1	1	NCBI RefSeq	GCF_000015105.1-RS_2024_04_08	2024-04-08	1129	1071	42	17303757
GCF_900167075.1	PRJNA224116	SAMN04488132	FUWH00000000.1	reference genome	413434	413434	Sediminibacterium ginsengisoli	strain=DSM 22335	na	latest	Scaffold	Major	Full	2017-03-04	IMG-taxon 2634166300 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900167075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/167/075/GCF_900167075.1_IMG-taxon_2634166300_annotated_assembly	na	assembly from type material	na        	haploid	bacteria	4089980	4082637	46.5	0	22	22	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-10-21	3601	3542	49	na
GCF_041222865.1	PRJNA224116	SAMN42101087	na	reference genome	413502	413502	Cronobacter turicensis	strain=LMG23827	na	latest	Complete Genome	Major	Full	2024-08-14	ASM4122286v1	Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	GCA_041222865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/222/865/GCF_041222865.1_ASM4122286v1	na	assembly from type material	na        	haploid	bacteria	4554702	4554702	57.5	3	3	3	NCBI RefSeq	GCF_041222865.1-RS_2024_08_13	2024-08-13	4329	4137	116	na
GCF_017052355.1	PRJNA224116	SAMN17497685	JAFHKV000000000.1	reference genome	413712	413712	Sphingomonas pseudosanguinis	strain=DSM 19512	na	latest	Scaffold	Major	Full	2021-02-27	ASM1705235v1	Indigo Agriculture	GCA_017052355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/052/355/GCF_017052355.1_ASM1705235v1	na	assembly from type material	na        	haploid	bacteria	3902944	3902465	66.5	0	111	111	NCBI RefSeq	GCF_017052355.1-RS_2024_03_29	2024-03-29	3632	3532	55	na
GCF_008124875.1	PRJNA224116	SAMN12255867	VNIA00000000.1	reference genome	413713	413713	Tenacibaculum adriaticum	strain=DSM 18961	na	latest	Scaffold	Major	Full	2019-08-29	ASM812487v1	DOE Joint Genome Institute	GCA_008124875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/124/875/GCF_008124875.1_ASM812487v1	na	assembly from type material	na        	haploid	bacteria	3211939	3211555	31.0	0	21	21	NCBI RefSeq	GCF_008124875.1-RS_2024_10_23	2024-10-23	2966	2905	44	na
GCF_001017435.1	PRJNA224116	SAMN03568762	na	reference genome	413882	413882	Caldimonas brevitalea	strain=DSM 7029	na	latest	Complete Genome	Major	Full	2015-06-01	ASM101743v1	Fudan University	GCA_001017435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/017/435/GCF_001017435.1_ASM101743v1	na	assembly from type material	na        	haploid	bacteria	6476147	6476147	67.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-03	5588	5462	78	31274403;26142061
GCF_039710355.1	PRJNA224116	SAMN41064358	JBDKWZ000000000.1	reference genome	413964	413964	Rapidithrix thailandica	strain=JCM 23209	na	latest	Scaffold	Major	Full	2024-05-20	ASM3971035v1	Korea Research Institute of Bioscience and Biotechnology	GCA_039710355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/710/355/GCF_039710355.1_ASM3971035v1	na	assembly from type material	na        	haploid	bacteria	7492102	7491702	41.5	0	42	42	NCBI RefSeq	GCF_039710355.1-RS_2024_05_21	2024-05-21	5835	5747	56	na
GCF_000063585.1	PRJNA224116	SAMEA1705919	na	reference genome	413999	1491	Clostridium botulinum A str. ATCC 3502	strain=ATCC 3502	na	latest	Complete Genome	Major	Full	2007-05-24	ASM6358v1	Sanger Institute	GCA_000063585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/585/GCF_000063585.1_ASM6358v1	na	na	na        	haploid	bacteria	3903260	3903260	28.0	2	2	2	NCBI RefSeq	GCF_000063585.1-RS_2024_04_11	2024-04-11	3699	3541	111	17519437
GCF_024170285.1	PRJNA224116	SAMN18242821	JALJXV000000000.1	reference genome	414046	414046	Natronocella acetinitrilica	strain=ANL 6-2	na	latest	Contig	Major	Full	2022-07-06	ASM2417028v1	DOE Joint Genome Institute	GCA_024170285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/170/285/GCF_024170285.1_ASM2417028v1	na	assembly from type material	na        	haploid	bacteria	4572456	4572456	63.0	0	30	30	NCBI RefSeq	GCF_024170285.1-RS_2024_07_15	2024-07-15	4431	4310	86	na
GCF_900113525.1	PRJNA224116	SAMN04489864	FOPP00000000.1	reference genome	414048	414048	Pedobacter insulae	strain=DSM 18684	na	latest	Contig	Major	Full	2016-11-02	IMG-taxon 2634166297 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900113525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/525/GCF_900113525.1_IMG-taxon_2634166297_annotated_assembly	na	assembly from type material	na        	haploid	bacteria	4388005	4388005	38.0	0	21	21	NCBI RefSeq	GCF_900113525.1-RS_2024_10_22	2024-10-22	3794	3739	48	na
GCF_039523035.1	PRJNA224116	SAMD00644987	BAAAEN000000000.1	reference genome	414049	414049	Pigmentiphaga daeguensis	strain=JCM 14330	na	latest	Scaffold	Major	Full	2024-02-23	ASM3952303v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_039523035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/523/035/GCF_039523035.1_ASM3952303v1	na	assembly from type material	na        	haploid	bacteria	6241401	6241292	67.5	0	88	88	NCBI RefSeq	GCF_039523035.1-RS_2024_05_10	2024-05-10	6055	5902	59	30832757
GCF_039523075.1	PRJNA224116	SAMD00644989	BAAAEP000000000.1	reference genome	414052	414052	Caenispirillum bisanense	strain=JCM 14346	na	latest	Scaffold	Major	Full	2024-02-23	ASM3952307v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_039523075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/523/075/GCF_039523075.1_ASM3952307v1	na	assembly from type material	na        	haploid	bacteria	4763314	4762825	70.0	0	151	151	NCBI RefSeq	GCF_039523075.1-RS_2024_05_10	2024-05-10	4574	4457	56	30832757
GCF_001996005.1	PRJNA224116	SAMN06272987	MUFB00000000.1	reference genome	414286	414286	Salinivibrio siamensis	strain=JCM 14472	na	latest	Contig	Major	Full	2017-02-14	ASM199600v1	Universidad de Sevilla	GCA_001996005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/996/005/GCF_001996005.1_ASM199600v1	na	assembly from type material	na        	haploid	bacteria	3442185	3442185	50.5	0	61	61	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-01-26	3189	3034	115	28684561
GCF_038433205.1	PRJNA224116	SAMN40732650	JBCDNA000000000.1	reference genome	414288	414288	Lutimonas vermicola	strain=IMCC1616	na	latest	Scaffold	Major	Full	2024-04-23	ASM3843320v1	National Marine Biodiversity Institute of Korea	GCA_038433205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/433/205/GCF_038433205.1_ASM3843320v1	na	assembly from type material	na        	haploid	bacteria	3631597	3631197	38.0	0	5	5	NCBI RefSeq	GCF_038433205.1-RS_2024_04_24	2024-04-24	3211	3156	43	na
GCF_000016185.1	PRJNA224116	SAMN02603908	na	reference genome	414684	34018	Rhodospirillum centenum SW	strain=SW; ATCC 51521	na	latest	Complete Genome	Major	Full	2010-02-17	ASM1618v1	TGen	GCA_000016185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/185/GCF_000016185.1_ASM1618v1	na	na	na        	haploid	bacteria	4355543	4355543	70.5	1	1	1	NCBI RefSeq	GCF_000016185.1-RS_2024_03_15	2024-03-15	3999	3911	68	20500872
GCF_900114375.1	PRJNA224116	SAMN04488125	FOSV00000000.1	reference genome	414703	414703	Methylorubrum salsuginis	strain=CGMCC 1.6474	na	latest	Scaffold	Major	Full	2016-11-02	IMG-taxon 2617270908 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900114375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/375/GCF_900114375.1_IMG-taxon_2617270908_annotated_assembly	na	assembly from type material	na        	haploid	bacteria	5323773	5322408	69.5	0	64	64	NCBI RefSeq	GCF_900114375.1-RS_2024_04_24	2024-04-24	5095	4943	61	na
GCF_002192415.1	PRJNA224116	SAMN06833332	na	reference genome	414771	414771	Paenibacillus donghaensis	strain=KCTC 13049	na	latest	Complete Genome	Major	Full	2017-06-13	ASM219241v1	Shin's Lab., Kyungpook National University	GCA_002192415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/415/GCF_002192415.1_ASM219241v1	na	assembly from type material	na        	haploid	bacteria	8542333	8542333	49.5	1	1	1	NCBI RefSeq	GCF_002192415.1-RS_2024_05_03	2024-05-03	7745	7426	125	na
GCF_001687665.2	PRJNA224116	SAMN05417750	na	reference genome	414778	414778	Planococcus donghaensis	strain=DSM 22276	na	latest	Complete Genome	Major	Full	2016-11-01	ASM168766v2	University of Malaya	GCA_001687665.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/665/GCF_001687665.2_ASM168766v2	na	assembly from type material	na        	haploid	bacteria	3319331	3319331	40.0	2	2	2	NCBI RefSeq	GCF_001687665.2-RS_2024_03_21	2024-03-21	3255	3118	117	na
GCF_002263515.1	PRJNA224116	SAMN07192573	na	reference genome	414996	414996	Actinopolyspora erythraea	strain=YIM 90600	na	latest	Complete Genome	Major	Full	2017-08-22	ASM226351v1	school of medicine	GCA_002263515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/515/GCF_002263515.1_ASM226351v1	na	assembly from type material	na        	haploid	bacteria	5243930	5243930	69.0	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-17	4685	4574	71	na
GCF_038039445.1	PRJNA224116	SAMN40506563	JBBPIX000000000.1	reference genome	415010	415010	Pseudonocardia carboxydivorans	strain=JCM 14827	na	latest	Contig	Major	Full	2024-04-09	ASM3803944v1	Kasetsart University	GCA_038039445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/039/445/GCF_038039445.1_ASM3803944v1	na	assembly from type material	na        	haploid	bacteria	5848028	5848028	74.5	0	42	42	NCBI RefSeq	GCF_038039445.1-RS_2024_04_10	2024-04-10	5573	5458	64	na
GCF_900107485.1	PRJNA224116	SAMN05660462	FNQE00000000.1	reference genome	415015	415015	Proteiniborus ethanoligenes	strain=DSM 21650	na	latest	Scaffold	Major	Full	2016-10-22	IMG-taxon 2599185206 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900107485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/485/GCF_900107485.1_IMG-taxon_2599185206_annotated_assembly	na	assembly from type material	na        	haploid	bacteria	3161504	3160879	32.5	0	69	69	NCBI RefSeq	GCF_900107485.1-RS_2024_04_24	2024-04-24	3015	2950	34	na
GCF_019753765.1	PRJNA224116	SAMN20826684	JAIJZW000000000.1	reference genome	415209	415209	Microbacterium marinilacus	strain=YM11-607	na	latest	Scaffold	Major	Full	2021-08-25	ASM1975376v1	School of life science	GCA_019753765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/753/765/GCF_019753765.1_ASM1975376v1	na	assembly from type material	na        	haploid	bacteria	3888012	3887882	71.5	0	32	32	NCBI RefSeq	GCF_019753765.1-RS_2024_08_29	2024-08-29	3719	3630	52	na
GCF_039531125.1	PRJNA224116	SAMD00645271	BAAAPL000000000.1	reference genome	415210	415210	Microbacterium sediminicola	strain=JCM 15577	na	latest	Contig	Major	Full	2024-02-23	ASM3953112v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_039531125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/531/125/GCF_039531125.1_ASM3953112v1	na	assembly from type material	na        	haploid	bacteria	2864910	2864910	67.5	0	7	7	NCBI RefSeq	GCF_039531125.1-RS_2024_05_10	2024-05-10	2722	2651	55	30832757
GCF_039536545.1	PRJNA224116	SAMD00645527	BAAAYU000000000.1	reference genome	415214	415214	Microbacterium awajiense	strain=JCM 16544	na	latest	Scaffold	Major	Full	2024-02-23	ASM3953654v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_039536545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/536/545/GCF_039536545.1_ASM3953654v1	na	assembly from type material	na        	haploid	bacteria	3313145	3312689	70.0	0	6	6	NCBI RefSeq	GCF_039536545.1-RS_2024_05_10	2024-05-10	3122	3060	52	30832757
GCF_025515205.1	PRJNA224116	SAMN15677150	JAOPFX000000000.1	reference genome	415215	415215	Microbacterium fluvii	strain=IDR2	na	latest	Contig	Major	Full	2022-10-01	ASM2551520v1	Chinese Academy of Forestry	GCA_025515205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/515/205/GCF_025515205.1_ASM2551520v1	na	na	na        	haploid	bacteria	3330427	3330427	70.5	0	5	5	NCBI RefSeq	GCF_025515205.1-RS_2024_10_16	2024-10-16	3102	3037	55	na
GCF_018717645.1	PRJNA224116	SAMN18119817	JAFLHG000000000.1	reference genome	415216	415216	Microbacterium flavum	strain=DSM 18909	na	latest	Contig	Major	Full	2021-06-04	ASM1871764v1	Universita Cattolica del Sacro Cuore	GCA_018717645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/717/645/GCF_018717645.1_ASM1871764v1	na	assembly from type material	na        	haploid	bacteria	3260063	3260063	70.5	0	24	24	NCBI RefSeq	GCF_018717645.1-RS_2024_08_29	2024-08-29	3098	3016	52	na
GCF_039531105.1	PRJNA224116	SAMD00645270	BAAAPK000000000.1	reference genome	415217	415217	Microbacterium lacus	strain=JCM 15575	na	latest	Scaffold	Major	Full	2024-02-23	ASM3953110v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_039531105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/531/105/GCF_039531105.1_ASM3953110v1	na	assembly from type material	na        	haploid	bacteria	3538876	3538779	69.5	0	8	8	NCBI RefSeq	GCF_039531105.1-RS_2024_05_10	2024-05-10	3338	3273	53	30832757
GCF_007828725.1	PRJNA224116	SAMN11512784	VIUW00000000.1	reference genome	415218	415218	Marihabitans asiaticum	strain=DSM 18935	na	latest	Contig	Major	Full	2019-08-02	ASM782872v1	DOE Joint Genome Institute	GCA_007828725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/828/725/GCF_007828725.1_ASM782872v1	na	assembly from type material	na        	haploid	bacteria	2953873	2953873	71.0	0	6	6	NCBI RefSeq	GCF_007828725.1-RS_2024_05_04	2024-05-04	2828	2736	56	na
GCF_016595505.1	PRJNA224116	SAMN17169593	JAENIL000000000.1	reference genome	415221	415221	Pelagicoccus mobilis	strain=KCTC 13126	na	latest	Contig	Major	Full	2021-01-09	ASM1659550v1	Shandong university	GCA_016595505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/595/505/GCF_016595505.1_ASM1659550v1	na	assembly from type material	na        	haploid	bacteria	7518465	7518465	53.5	0	168	168	NCBI RefSeq	GCF_016595505.1-RS_2024_05_12	2024-05-12	5627	5544	52	na
GCF_014230145.1	PRJNA224116	SAMN15676578	JACHVC000000000.1	reference genome	415222	415222	Pelagicoccus albus	strain=JCM23202	na	latest	Contig	Major	Full	2020-08-17	ASM1423014v1	Shandong university	GCA_014230145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/230/145/GCF_014230145.1_ASM1423014v1	na	assembly from type material	na        	haploid	bacteria	4768689	4768689	52.5	0	13	13	NCBI RefSeq	GCF_014230145.1-RS_2024_05_05	2024-05-05	3921	3838	66	na
GCF_013340305.1	PRJNA224116	SAMD00212907	BLVP00000000.1	reference genome	415242	415242	Desulfovibrio psychrotolerans	strain=JS1	na	latest	Scaffold	Major	Full	2020-06-08	ASM1334030v1	Subsurface Microbiology Research Group, Horonobe Research Institute for the Subsurface Environment (H-RISE), Northern Advancement Centre for Science and Technology (NOASTEC)	GCA_013340305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/340/305/GCF_013340305.1_ASM1334030v1	na	assembly from type material	na        	haploid	bacteria	3789173	3788813	59.5	0	47	47	NCBI RefSeq	GCF_013340305.1-RS_2024_09_09	2024-09-09	3330	3243	67	33588983
GCF_900142035.1	PRJNA224116	SAMN05444363	FQZI00000000.1	reference genome	415425	415425	Flavobacterium terrae	strain=DSM 18829	na	latest	Contig	Major	Full	2016-12-03	IMG-taxon 2695421047 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900142035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/035/GCF_900142035.1_IMG-taxon_2695421047_annotated_assembly	na	assembly from type material	na        	haploid	bacteria	3161259	3161259	32.0	0	19	19	NCBI RefSeq	GCF_900142035.1-RS_2024_10_22	2024-10-22	2925	2860	55	na
GCF_006968745.1	PRJNA224116	SAMN09467079	na	reference genome	415709	1397703	Brasilonema sennae CENA114	strain=CENA114	na	latest	Chromosome	Major	Full	2019-07-15	ASM696874v1	Sao Paulo State University (UNESP)	GCA_006968745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/968/745/GCF_006968745.1_ASM696874v1	na	assembly from type material	na        	haploid	bacteria	8226398	8222363	42.5	3	3	3	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-12-24	6950	6647	57	na
GCF_039531005.1	PRJNA224116	SAMD00645265	BAAAPF000000000.1	reference genome	415721	415721	Streptomyces synnematoformans	strain=JCM 15481	na	latest	Scaffold	Major	Full	2024-02-23	ASM3953100v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_039531005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/531/005/GCF_039531005.1_ASM3953100v1	na	assembly from type material	na        	haploid	bacteria	8007711	8006886	73.5	0	781	781	NCBI RefSeq	GCF_039531005.1-RS_2024_05_10	2024-05-10	7530	6958	65	30832757
GCF_900102855.1	PRJNA224116	SAMN03097708	FMWD00000000.1	reference genome	415747	415747	Thiohalomonas denitrificans	strain=HLD2	na	latest	Scaffold	Major	Full	2016-10-17	IMG-taxon 2593339163 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900102855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/855/GCF_900102855.1_IMG-taxon_2593339163_annotated_assembly	na	assembly from type material	na        	haploid	bacteria	3563632	3561816	60.0	0	28	28	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-10-29	3291	3192	60	na
