assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	domain	kingdom	phylum	class	order	family	genus	suborder	subclass	clade	no rank	species group	species subgroup	species	subfamily	tribe	subspecies	serotype	forma specialis	pathogroup	strain	subgenus
GCF_000170895.1	PRJNA224116	SAMN02436152	ABCS00000000.1	reference genome	391625	191768	Plesiocystis pacifica SIR-1	strain=SIR-1	na	latest	Contig	Major	Full	2007-06-26	ASM17089v1	The Gordon and Betty Moore Foundation Microbial Genome Sequencing project	GCA_000170895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/170/895/GCF_000170895.1_ASM17089v1	na	assembly from type material	na        	haploid	bacteria	10587646	10587646	70.5	0	237	237	NCBI RefSeq	GCF_000170895.1-RS_2024_03_28	2024-03-28	8352	8207	102	na	Bacteria	Pseudomonadati	Myxococcota		Nannocystales	Nannocystaceae	Plesiocystis		Polyangia					Plesiocystis pacifica								
GCF_014652595.1	PRJNA224116	SAMD00245628	BMZC00000000.1	reference genome	395568	395568	Paraglaciecola agarilytica	strain=KCTC 32337	na	latest	Scaffold	Major	Full	2020-09-12	ASM1465259v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_014652595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/652/595/GCF_014652595.1_ASM1465259v1	na	assembly from synonym type material	na        	haploid	bacteria	5639110	5635995	44.0	0	59	59	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-11	4834	4690	81	30832757																						
GCF_030717845.1	PRJNA224116	SAMN36510745	JAUZVZ000000000.1	reference genome	400390	400390	Alkalimonas collagenimarina	strain=AC40	na	latest	Contig	Major	Full	2023-08-13	ASM3071784v1	National Centre For Cell Science (NCCS)	GCA_030717845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/717/845/GCF_030717845.1_ASM3071784v1	na	assembly from type material	na        	haploid	bacteria	3848978	3848978	48.5	0	84	84	NCBI RefSeq	GCF_030717845.1-RS_2024_08_13	2024-08-13	3539	3427	65	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria			Alkalimonas				Gammaproteobacteria incertae sedis											
GCF_003052605.1	PRJNA224116	SAMN08891239	QASO00000000.1	reference genome	404407	404407	Pseudomonas indoloxydans	strain=JCM 14246	na	latest	Scaffold	Major	Full	2018-04-17	ASM305260v1	Zhejiang university	GCA_003052605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/052/605/GCF_003052605.1_ASM305260v1	na	assembly from type material	na        	haploid	bacteria	5199651	5198591	62.0	0	143	143	NCBI RefSeq	GCF_003052605.1-RS_2024_04_22	2024-04-22	5134	4772	58	na																						
GCF_914590485.1	PRJNA224116	SAMEA9554956	na	reference genome	412034	412034	Celerinatantimonas diazotrophica	na	CEDIAZO1	latest	Complete Genome	Major	Full	2021-09-16	CEDIAZO_illumina_assembly	Max Planck Institute for Marine Microbiology	GCA_914590485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/914/590/485/GCF_914590485.1_CEDIAZO_illumina_assembly	na	na	na        	haploid	bacteria	4005136	4005136	43.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-11-04	3680	3502	102	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria		Celerinatantimonadaceae	Celerinatantimonas				Gammaproteobacteria incertae sedis											
GCF_000010405.1	PRJNA224116	SAMD00060908	na	reference genome	412965	412965	Candidatus Vesicomyosocius okutanii	strain=HA	na	latest	Complete Genome	Major	Full	2007-05-08	ASM1040v1	Japan Agency for Maine-Earth Science and Technology	GCA_000010405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/405/GCF_000010405.1_ASM1040v1	na	na	na        	haploid	bacteria	1022154	1022154	31.5	1	1	1	NCBI RefSeq	GCF_000010405.1-RS_2024_06_16	2024-06-16	993	949	42	17493812;21966992	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria		Candidatus Pseudothioglobaceae	Candidatus Vesicomyosocius				Gammaproteobacteria incertae sedis											
GCF_000015105.1	PRJNA224116	SAMN02598375	na	reference genome	413404	386487	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	strain=Cm	na	latest	Complete Genome	Major	Full	2006-12-01	ASM1510v1	DOE Joint Genome Institute	GCA_000015105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/105/GCF_000015105.1_ASM1510v1	na	na	na        	haploid	bacteria	1160782	1160782	34.0	1	1	1	NCBI RefSeq	GCF_000015105.1-RS_2024_04_08	2024-04-08	1129	1071	42	17303757	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria		Candidatus Pseudothioglobaceae	Candidatus Ruthturnera				Gammaproteobacteria incertae sedis			Candidatus Ruthturnera calyptogenae								
GCF_900107485.1	PRJNA224116	SAMN05660462	FNQE00000000.1	reference genome	415015	415015	Proteiniborus ethanoligenes	strain=DSM 21650	na	latest	Scaffold	Major	Full	2016-10-22	IMG-taxon 2599185206 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900107485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/485/GCF_900107485.1_IMG-taxon_2599185206_annotated_assembly	na	assembly from type material	na        	haploid	bacteria	3161504	3160879	32.5	0	69	69	NCBI RefSeq	GCF_900107485.1-RS_2024_04_24	2024-04-24	3015	2950	34	na	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		Proteiniborus				Eubacteriales incertae sedis											
GCF_000253115.1	PRJNA224116	SAMEA2272520	na	reference genome	426114	426114	Thiomonas arsenitoxydans	strain=3As	na	latest	Chromosome	Major	Full	2010-04-07	ASM25311v1	Génétique Moléculaire, Génomique et Microbiologie UMR 7156 ULP - CNRS Université Louis Pasteur	GCA_000253115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/115/GCF_000253115.1_ASM25311v1	na	assembly from type material	na        	haploid	bacteria	3785534	3777700	64.0	2	2	2	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-11	3651	3535	50	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Thiomonas				Burkholderiales genera incertae sedis											
GCF_039530045.1	PRJNA224116	SAMD00645232	BAAANY000000000.1	reference genome	435914	435914	Fodinicola feengrottensis	strain=JCM 14718	na	latest	Scaffold	Major	Full	2024-02-23	ASM3953004v1	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	GCA_039530045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/530/045/GCF_039530045.1_ASM3953004v1	na	assembly from type material	na        	haploid	bacteria	8979164	8977313	66.5	0	76	76	NCBI RefSeq	GCF_039530045.1-RS_2024_05_10	2024-05-10	8447	8297	61	30832757	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales		Fodinicola				Corynebacteriales incertae sedis											
GCF_900217815.1	PRJNA224116	SAMN05877831	OBMT00000000.1	reference genome	446682	446682	Rhodobacter maris	strain=JA276	na	latest	Scaffold	Major	Full	2017-09-28	IMG-taxon 2739368070 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900217815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/217/815/GCF_900217815.1_IMG-taxon_2739368070_annotated_assembly	na	assembly from type material	na        	haploid	bacteria	3833743	3833450	65.0	0	57	57	NCBI RefSeq	GCF_900217815.1-RS_2024_10_22	2024-10-22	3736	3634	53	na	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales		Rhodobacter				Rhodobacter group											
GCF_000067165.1	PRJNA224116	SAMEA3138271	na	reference genome	448385	56	Sorangium cellulosum So ce56	strain=So ce 56	na	latest	Complete Genome	Major	Full	2007-11-27	ASM6716v1	Bielefeld Univ	GCA_000067165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/067/165/GCF_000067165.1_ASM6716v1	na	na	na        	haploid	bacteria	13033779	13033779	71.5	1	1	1	NCBI RefSeq	GCF_000067165.1-RS_2024_03_28	2024-03-28	9700	9574	80	17965706	Bacteria	Pseudomonadati	Myxococcota		Polyangiales	Polyangiaceae	Sorangium		Polyangia					Sorangium cellulosum								
GCF_009909205.1	PRJNA224116	SAMN13781885	JAAAPN000000000.1	reference genome	450365	450365	Aquabacterium fontiphilum	strain=CS-6	na	latest	Contig	Major	Full	2020-01-20	ASM990920v1	National Kaohsiung University of Science and Technology	GCA_009909205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/909/205/GCF_009909205.1_ASM990920v1	na	assembly from type material	na        	haploid	bacteria	3654339	3654339	66.0	0	37	37	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-06	3293	3209	64	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Aquabacterium				Burkholderiales genera incertae sedis											
GCF_900156655.1	PRJNA224116	SAMN05421580	FTOG00000000.1	reference genome	453582	453582	Rhodobacter aestuarii	strain=DSM 19945	na	latest	Contig	Major	Full	2017-01-14	IMG-taxon 2681813516 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900156655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/655/GCF_900156655.1_IMG-taxon_2681813516_annotated_assembly	na	assembly from type material	na        	haploid	bacteria	3841151	3841151	61.0	0	31	31	NCBI RefSeq	GCF_900156655.1-RS_2024_10_22	2024-10-22	3674	3582	54	na	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales		Rhodobacter				Rhodobacter group											
GCF_023195885.1	PRJNA224116	SAMN27753706	JALPKO000000000.1	reference genome	455253	455253	Methylonatrum kenyense	strain=AMT 1	na	latest	Contig	Major	Full	2022-05-01	ASM2319588v1	Research Center of Biotechnology RAS	GCA_023195885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/195/885/GCF_023195885.1_ASM2319588v1	na	assembly from type material	na        	haploid	bacteria	2953873	2953873	63.5	0	29	29	NCBI RefSeq	GCF_023195885.1-RS_2024_05_14	2024-05-14	2735	2663	52	18048722	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria			Methylonatrum				Gammaproteobacteria incertae sedis											
GCF_004217215.1	PRJNA224116	SAMN10866320	SHKP00000000.1	reference genome	457575	457575	Rivibacter subsaxonicus	strain=DSM 19570	na	latest	Scaffold	Major	Full	2019-02-20	ASM421721v1	DOE Joint Genome Institute	GCA_004217215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/217/215/GCF_004217215.1_ASM421721v1	na	assembly from type material	na        	haploid	bacteria	3942086	3942076	69.5	0	12	12	NCBI RefSeq	GCF_004217215.1-RS_2024_04_10	2024-04-10	3728	3656	56	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Rivibacter				Burkholderiales genera incertae sedis											
GCF_006546935.1	PRJNA224116	SAMN11077853	SMDN00000000.1	reference genome	458208	458208	Mycoplasmopsis mucosicanis	strain=1642	na	latest	Contig	Major	Full	2019-07-02	ASM654693v1	Cornell University	GCA_006546935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/546/935/GCF_006546935.1_ASM654693v1	na	assembly from type material	na        	haploid	bacteria	869512	869512	29.5	0	57	57	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	747	691	43	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_001431085.1	PRJNA224116	SAMD00024443	BBRU00000000.1	reference genome	467085	467085	Candidatus Symbiothrix dinenymphae	strain=C5-4h	na	latest	Contig	Major	Full	2015-08-25	ASM143108v1	Microbe Division (RIKEN BRC JCM), RIKEN BioResource Center	GCA_001431085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/431/085/GCF_001431085.1_ASM143108v1	na	na	na        	haploid	bacteria	1173072	1173072	46.0	0	599	599	NCBI RefSeq	GCF_001431085.1-RS_2024_03_31	2024-03-31	1317	1135	14	26079531	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales		Candidatus Symbiothrix			Bacteroidota/Chlorobiota group	Bacteroidales incertae sedis											
GCF_037081835.1	PRJNA224116	SAMN40154454	na	reference genome	495820	495820	Spirobacillus cienkowskii	strain=FI-SP1	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3708183v1	Department of Environmental Sciences, Zoology, University of Basel	GCA_037081835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/081/835/GCF_037081835.1_ASM3708183v1	na	na	na        	haploid	bacteria	2806830	2806830	32.0	1	1	1	NCBI RefSeq	GCF_037081835.1-RS_2024_04_05	2024-04-05	2540	2474	58	na	Bacteria	Pseudomonadati	Bdellovibrionota	Oligoflexia	Silvanigrellales		Spirobacillus				Silvanigrellales incertae sedis											
GCF_000024805.1	PRJNA224116	SAMN00002596	na	reference genome	502025	80816	Haliangium ochraceum DSM 14365	strain=DSM 14365	na	latest	Complete Genome	Major	Full	2009-10-27	ASM2480v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000024805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/805/GCF_000024805.1_ASM2480v1	na	assembly from type material	na        	haploid	bacteria	9446314	9446314	69.5	1	1	1	NCBI RefSeq	GCF_000024805.1-RS_2024_03_28	2024-03-28	6930	6791	57	21304682	Bacteria	Pseudomonadati	Myxococcota		Haliangiales	Kofleriaceae	Haliangium		Polyangia					Haliangium ochraceum								
GCF_000019345.1	PRJNA224116	SAMN02604063	na	reference genome	505682	134821	Ureaplasma parvum serovar 3 str. ATCC 27815	strain=ATCC 27815	na	latest	Complete Genome	Major	Full	2008-02-26	ASM1934v1	TIGR	GCA_000019345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/345/GCF_000019345.1_ASM1934v1	na	assembly from type material	na        	haploid	bacteria	751679	751679	25.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	647	604	39	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Mycoplasmoidaceae	Ureaplasma				Ureaplasma parvum serovar 3			Ureaplasma parvum								
GCF_000010645.1	PRJNA224116	SAMD00060940	na	reference genome	511995	511435	Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	strain=CfPt1-2	na	latest	Complete Genome	Major	Full	2008-11-12	ASM1064v1	RIKEN Genomic Sciences Center (GSC)	GCA_000010645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/645/GCF_000010645.1_ASM1064v1	na	na	na        	haploid	bacteria	1224919	1224919	33.0	5	5	5	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-12-18	1049	996	44	19008447	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales		Candidatus Azobacteroides			Bacteroidota/Chlorobiota group	Bacteroidales incertae sedis			Candidatus Azobacteroides pseudotrichonymphae								
GCF_000022325.1	PRJNA224116	SAMN02598462	na	reference genome	521460	31899	Caldicellulosiruptor bescii DSM 6725	strain=DSM 6725	na	latest	Complete Genome	Major	Full	2009-02-04	ASM2232v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000022325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/325/GCF_000022325.1_ASM2232v1	na	assembly from type material	na        	haploid	bacteria	2931662	2931662	35.0	3	3	3	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-25	2836	2671	61	na	Bacteria	Bacillati	Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor				Bacillota incertae sedis			Caldicellulosiruptor bescii								
GCF_014207655.1	PRJNA224116	SAMN14908516	JACHHJ000000000.1	reference genome	549000	549000	Geomicrobium halophilum	strain=DSM 21769	na	latest	Scaffold	Major	Full	2020-08-14	ASM1420765v1	DOE Joint Genome Institute	GCA_014207655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/207/655/GCF_014207655.1_ASM1420765v1	na	assembly from type material	na        	haploid	bacteria	3510585	3510395	43.0	0	11	11	NCBI RefSeq	GCF_014207655.1-RS_2024_05_05	2024-05-05	3502	3377	65	na	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales		Geomicrobium				Bacillales incertae sedis											
GCF_036350065.1	PRJNA224116	SAMN39641557	JAZDWZ000000000.1	reference genome	561067	561067	Mycoplasmopsis ciconiae	strain=DSM 25251	na	latest	Contig	Major	Full	2024-02-03	ASM3635006v1	Institute of Microbiology	GCA_036350065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/350/065/GCF_036350065.1_ASM3635006v1	na	assembly from type material	na        	haploid	bacteria	937566	937566	27.5	0	22	22	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-05	713	671	39	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_000145215.1	PRJNA224116	SAMN00713559	na	reference genome	608506	717609	Caldicellulosiruptor obsidiansis OB47	strain=OB47	na	latest	Complete Genome	Major	Full	2010-08-11	ASM14521v1	US DOE Joint Genome Institute	GCA_000145215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/215/GCF_000145215.1_ASM14521v1	na	assembly from type material	na        	haploid	bacteria	2532343	2532343	35.0	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-25	2416	2299	59	20851897	Bacteria	Bacillati	Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor				Bacillota incertae sedis			Caldicellulosiruptor obsidiansis								
GCF_002798015.1	PRJNA224116	SAMN07621183	PGTZ00000000.1	reference genome	620910	620910	Luteimicrobium subarcticum	strain=DSM 22413	na	latest	Contig	Major	Full	2017-11-28	ASM279801v1	DOE Joint Genome Institute	GCA_002798015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/798/015/GCF_002798015.1_ASM279801v1	na	assembly from type material	na        	haploid	bacteria	3632746	3632746	73.0	0	14	14	NCBI RefSeq	GCF_002798015.1-RS_2024_05_03	2024-05-03	3241	3167	52	na	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales		Luteimicrobium				Micrococcales incertae sedis											
GCF_003515105.1	PRJNA224116	SAMN09939547	na	reference genome	621376	621376	Pseudoalteromonas donghaensis	strain=HJ51	na	latest	Complete Genome	Major	Full	2018-09-10	ASM351510v1	Chungbuk national university	GCA_003515105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/105/GCF_003515105.1_ASM351510v1	na	assembly from type material	na        	haploid	bacteria	4733916	4733916	41.5	3	3	3	NCBI RefSeq	GCF_003515105.1-RS_2024_04_22	2024-04-22	4175	4032	131	na																						
GCF_000169535.1	PRJNA224116	SAMN02435844	AAYN00000000.2	reference genome	626095	2130	Ureaplasma urealyticum serovar 8 str. ATCC 27618	strain=ATCC 27618	na	latest	Contig	Major	Full	2009-03-19	ASM16953v1	TIGR	GCA_000169535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/169/535/GCF_000169535.1_ASM16953v1	na	assembly from type material	na        	haploid	bacteria	881828	881828	26.0	0	2	2	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	707	660	39	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Mycoplasmoidaceae	Ureaplasma				Ureaplasma urealyticum serovar 8			Ureaplasma urealyticum								
GCF_000166355.1	PRJNA224116	SAMN00713562	na	reference genome	632292	413888	Caldicellulosiruptor hydrothermalis 108	strain=108	na	latest	Complete Genome	Major	Full	2010-11-10	ASM16635v1	US DOE Joint Genome Institute	GCA_000166355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/355/GCF_000166355.1_ASM16635v1	na	assembly from type material	na        	haploid	bacteria	2770676	2770676	36.0	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-25	2682	2585	61	21216991	Bacteria	Bacillati	Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor				Bacillota incertae sedis			Caldicellulosiruptor hydrothermalis								
GCF_000166695.1	PRJNA224116	SAMN00713564	na	reference genome	632335	301953	Caldicellulosiruptor acetigenus I77R1B	strain=177R1B	na	latest	Complete Genome	Major	Full	2010-11-17	ASM16669v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000166695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/695/GCF_000166695.1_ASM16669v1	na	assembly from synonym type material	na        	haploid	bacteria	2802443	2802443	36.0	2	2	2	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-25	2718	2578	61	21216991	Bacteria	Bacillati	Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor				Bacillota incertae sedis			Caldicellulosiruptor acetigenus								
GCF_000166775.1	PRJNA224116	SAMN00713565	na	reference genome	632348	413889	Caldicellulosiruptor kronotskyensis 2002	strain=2002	na	latest	Complete Genome	Major	Full	2010-11-17	ASM16677v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000166775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/775/GCF_000166775.1_ASM16677v1	na	assembly from type material	na        	haploid	bacteria	2843785	2843785	35.0	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-25	2634	2507	59	21216991	Bacteria	Bacillati	Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor				Bacillota incertae sedis			Caldicellulosiruptor kronotskyensis								
GCF_000166335.1	PRJNA224116	SAMN00713561	na	reference genome	632518	55205	Caldicellulosiruptor owensensis OL	strain=OL	na	latest	Complete Genome	Major	Full	2010-11-10	ASM16633v1	US DOE Joint Genome Institute	GCA_000166335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/335/GCF_000166335.1_ASM16633v1	na	assembly from type material	na        	haploid	bacteria	2428903	2428903	35.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-25	2342	2210	60	21216991	Bacteria	Bacillati	Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor				Bacillota incertae sedis			Caldicellulosiruptor owensensis								
