Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Type Material Display Text	CheckM marker set	CheckM completeness	CheckM contamination	superkingdom	kingdom	phylum	class	order	family	genus	species	domain
GCF_013364095.1	ASM1336409v1	Streptomyces harbinensis	1176198	OK		GCF_013364095.1-RS_2024_05_05	5802668	1.0	Complete Genome	2020-06-22		5802668	5802668.0	1.0	Illumina HiSeq	Nanjing University	PRJNA636927	SAMN15090292	5275	5120	76.0		Streptomyces	96.69	1.2	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces		
GCF_002234495.1	ASM223449v1	Arenibacter algicola	616991	OK		GCF_002234495.1-RS_2024_10_22	5857781	2.0	Complete Genome	2017-07-27		5793053	5793053.0	2.0	PacBio	University of Gothenburg	PRJNA380207	SAMN07322679	4917	4835	26.0		Arenibacter	83.59	18.24	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter		
GCF_024271895.1	ASM2427189v1	Flavobacterium bizetiae	2704140	OK		GCF_024271895.1-RS_2024_04_21	5745280	1.0	Complete Genome	2022-07-15		5745280	5745280.0	1.0	PacBio Sequel	Seoul National University	PRJNA796153	SAMN24813661	4737	4638	3.0		Flavobacterium	99.69	0.52	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
GCF_022827545.1	ASM2282754v1	Hymenobacter tibetensis	497967	Inconclusive		GCF_022827545.1-RS_2024_10_25	6328632	7.0	Complete Genome	2022-04-06		5736710	5736710.0	7.0	PacBio Sequel	National Institute of Agricultural Sciences	PRJNA821356	SAMN27067608	5076	4999	14.0		Hymenobacter	96.76	4.15	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter		
GCF_019056575.1	ASM1905657v1	Richelia sinica FACHB-800	1357546	Inconclusive		GCF_019056575.1-RS_2025_03_08	5729487	1.0	Complete Genome	2021-06-29		5729487	5729487.0	1.0	454; Illumina GAIIx	Chinese Academy of Sciences	PRJNA380678	SAMN06603501	4848	4664	118.0		Nostocaceae	98.94	0.35	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Richelia	Richelia sinica	
GCF_042232855.1	ASM4223285v1	Metapseudomonas boanensis	2822138	OK		GCF_042232855.1-RS_2024_09_26	5719356	1.0	Complete Genome	2024-09-26		5719356	5719356.0	1.0	Oxford Nanopore MinION	Department of Energy and Power Engineering, Xihua University	PRJNA907159	SAMN31953062	5294	5090	113.0		Pseudomonadaceae	100.0	0.44	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Metapseudomonas		
GCF_044803185.1	ASM4480318v1	Mesobacillus maritimus	1643336	Inconclusive		GCF_044803185.1-RS_2024_11_13	5701365	1.0	Complete Genome	2024-11-20		5701365	5701365.0	1.0	Illumina	Marine Institute for Bioresources and Environment, Peking University Shenzhen Institute	PRJNA682484	SAMN22138100	5461	5166	70.0		Bacillaceae	99.35	1.15	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus		
GCF_037076345.1	ASM3707634v1	Haloferula helveola	490095	Inconclusive		GCF_037076345.1-RS_2024_05_06	5677198	1.0	Complete Genome	2024-04-05		5677198	5677198.0	1.0	PacBio RS II; Illumina NovaSeq 6000	Contact:Hideto Takami The University of Tokyo, Atmosphere and Ocean Research Institute; Kashiwanoha 5-1-5, Kashiwa, Chiba 277-8564, Japan	PRJDB11725	SAMD00325080	4341	4259	16.0		Verrucomicrobiaceae	99.14	2.19	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula		
GCF_045830615.1	Chloe_Pseudomonas_helleri_NF1a	Pseudomonas helleri	1608996	OK		GCF_045830615.1-RS_2024_12_10	5638943	1.0	Complete Genome	2024-12-10		5638943	5638943.0	1.0	Illumina MiSeq; Oxford Nanopore MinION	Shuyuan Molecular Biology Laboratory, The Independent Schools Foundation Academy	PRJNA1188721	SAMN44847190	5082	4930	57.0		Pseudomonas	99.79	0.53	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		
GCF_003815875.1	ASM381587v1	Chryseobacterium lactis	1241981	OK		GCF_003815875.1-RS_2024_12_11	5618212	1.0	Complete Genome	2018-11-25		5618212	5618212.0	1.0	PacBio	Bacterial Special Pathogens Branch (CDC)	PRJNA498534	SAMN10343183	5073	4944	17.0		Chryseobacterium	99.64	2.37	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium		
GCF_024638035.1	ASM2463803v1	Flavobacterium plurextorum	1114867	OK		GCF_024638035.1-RS_2025_03_03	5610911	1.0	Complete Genome	2022-08-12		5610911	5610911.0	1.0	PacBio Sequel	Seoul National University	PRJNA855323	SAMN29489144	4888	4761	43.0		Flavobacterium	99.22	2.06	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
GCF_022811645.1	ASM2281164v1	Hymenobacter monticola	1705399	OK		GCF_022811645.1-RS_2024_12_11	6124749	7.0	Complete Genome	2022-04-04		5608015	5608015.0	7.0	PacBio Sequel	National Institute of Agricultural Sciences	PRJNA820590	SAMN27018319	5179	5096	26.0		Hymenobacter	92.79	5.31	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter		
GCF_033955345.1	ASM3395534v1	Sphingobacterium bambusae	662858	OK		GCF_033955345.1-RS_2024_11_29	5561552	1.0	Complete Genome	2023-11-27		5561552	5561552.0	1.0	PacBio Sequel; Illumina	National Institute of Agricultural Sciences, Rural Development Administration	PRJNA1036373	SAMN38124167	4638	4539	13.0		Sphingobacterium	91.42	5.26	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium		
GCF_946903285.1	TRV642_V1	Flavobacterium collinsii	1114861	OK		GCF_946903285.1-RS_2024_11_06	5554530	1.0	Complete Genome	2022-09-21		5554530	5554530.0	1.0	nanopore, illumina	INRA	PRJEB56137	SAMEA111366617	4478	4364	21.0		Flavobacterium	99.53	1.66	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
GCF_001022135.1	ASM102213v1	Phytobacter ursingii	1972431	Inconclusive		GCF_001022135.1-RS_2024_12_09	6166452	5.0	Complete Genome	2015-06-09		5529134	5529134.0	5.0	PacBio	University of Oxford	PRJNA246471	SAMN03733692	6043	5777	150.0		Enterobacteriaceae	100.0	0.41	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Phytobacter		
GCF_003815695.1	ASM381569v1	Chryseobacterium carnipullorum	1124835	OK		GCF_003815695.1-RS_2024_12_11	5459074	1.0	Complete Genome	2018-11-25		5459074	5459074.0	1.0	PacBio	Bacterial Special Pathogens Branch (CDC)	PRJNA498534	SAMN10343188	5019	4880	28.0		Chryseobacterium	98.87	0.87	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium		
GCF_022376295.1	ASM2237629v1	Nodularia sphaerocarpa UHCC 0038	2761619	Inconclusive		GCF_022376295.1-RS_2024_03_28	5451672	1.0	Complete Genome	2022-02-23		5451672	5451672.0	1.0	PacBio RSII; Illumina MiSeq	University of Helsinki	PRJNA656133	SAMN15769246	4556	4450	46.0		Nostocales	99.51	0.8	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Nostocales	Nodulariaceae	Nodularia	Nodularia sphaerocarpa	
GCF_002025725.1	ASM202572v1	Herbaspirillum robiniae	2014887	OK		GCF_002025725.1-RS_2024_03_28	5445269	1.0	Complete Genome	2017-03-13		5445269	5445269.0	1.0	PacBio	Harvard University	PRJNA357031	SAMN06130964	4940	4848	20.0		Herbaspirillum	95.01	4.16	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum		
GCF_038398625.1	ASM3839862v1	Cytobacillus pseudoceanisediminis	3051614	OK		GCF_038398625.1-RS_2024_04_23	5392635	1.0	Complete Genome	2024-04-24		5392635	5392635.0	1.0	Illumina	School of Marine Sciences, Guangxi University	PRJNA1097637	SAMN40874456	5396	5186	60.0		Bacillaceae	99.35	1.61	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus		
GCF_040687735.1	ASM4068773v1	Lysobacter firmicutimachus	1792846	Inconclusive		GCF_040687735.1-RS_2024_07_13	5355594	1.0	Complete Genome	2024-07-14		5355594	5355594.0	1.0	Oxford Nanopore	College of Life Sciences, Fujian Normal University	PRJNA1127280	SAMN41999030	4652	4533	54.0		Lysobacter	85.05	23.86	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter		
GCF_963681935.1	FLM0004_28	Pseudomonas kulmbachensis	3043408	OK		GCF_963681935.1-RS_2024_04_21	5307097	1.0	Complete Genome	2023-12-05		5307097	5307097.0	1.0	ONT + Illumina MiSeq	Center for Biotechnology, Bielefeld University	PRJEB61226	SAMEA114430934	4847	4661	88.0		Pseudomonas	99.76	2.64	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		
GCF_032698475.1	ASM3269847v1	Xanthomonas dyei	743699	OK		GCF_032698475.1-RS_2024_05_12	5296643	1.0	Complete Genome	2023-10-16		5296643	5296643.0	1.0	Illumina HiSeq, Oxford Nanopore MinION	Oregon State University	PRJNA874112	SAMN30526386	4618	4295	114.0		Xanthomonas	99.41	1.27	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas		
GCF_030122845.1	ASM3012284v1	Paenibacillus woosongensis	307580	Inconclusive		GCF_030122845.1-RS_2024_05_26	5289572	1.0	Complete Genome	2023-05-27		5289572	5289572.0	1.0	Oxford Nanopore MinION and MGISEQ-2000	Technical University of Denmark	PRJNA960711	SAMN34374853	4877	4686	88.0		Paenibacillus	99.44	0.19	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		
GCF_022637515.1	ASM2263751v1	Buttiauxella ferragutiae	82989	OK		GCF_022637515.1-RS_2024_04_05	5286310	1.0	Complete Genome	2022-03-21		5286310	5286310.0	1.0	PacBio Sequel	Exploratories for large-scale and long-term functional biodiversity research	PRJNA631893	SAMN26520706	4866	4655	95.0		Enterobacteriaceae	99.86		Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella		
GCF_032697525.1	ASM3269752v1	Xanthomonas hydrangeae	2775159	Inconclusive		GCF_032697525.1-RS_2024_05_12	5283403	1.0	Complete Genome	2023-10-16		5283403	5283403.0	1.0	Illumina HiSeq, Oxford Nanopore MinION	Oregon State University	PRJNA874112	SAMN30526388	4470	4260	110.0		Xanthomonas	99.45	1.4	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas		
GCF_002285715.1	ASM228571v1	Mycobacterium marseillense	701042	OK		GCF_002285715.1-RS_2024_04_22	5285642	2.0	Complete Genome	2017-09-05		5266037	5266037.0	2.0	Illumina HiSeq	University of Michigan Medical School	PRJNA315990	SAMN07528776	4933	4822	61.0		Mycobacterium	99.04		Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium		
GCF_023221575.1	ASM2322157v1	Geomonas paludis	2740185	OK		GCF_023221575.1-RS_2024_08_28	5241294	1.0	Complete Genome	2022-05-03		5241294	5241294.0	1.0	Complete Genomics	Fujian Academy of Agricultural Sciences	PRJNA832054	SAMN27775983	4455	4359	19.0		Geobacteraceae	99.68	1.02	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geomonas		
GCF_037482245.1	ASM3748224v1	Citrobacter europaeus	1914243	OK		GCF_037482245.1-RS_2024_04_05	5194170	2.0	Complete Genome	2024-04-05		5131358	5131358.0	2.0	Oxford Nanopore PromethION	Department of Clinical Laboratory, Weifang People's Hospital	PRJNA1088829	SAMN40501937	4889	4715	54.0		Citrobacter	99.9	1.92	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter		
GCF_030553095.1	ASM3055309v1	Zobellia laminariae	248906	Inconclusive		GCF_030553095.1-RS_2024_07_31	5114553	1.0	Complete Genome	2023-07-31		5114553	5114553.0	1.0	Illumina NextSeq	PRINCIPLES OF MICROBIAL ECOSYSTEMS	PRJNA996876	SAMN36637767	5034	4376	605.0		Flavobacteriaceae	64.48	0.65	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia		
GCF_030252325.1	ASM3025232v1	Candidatus Mycobacterium wuenschmannii	3027808	Inconclusive		GCF_030252325.1-RS_2024_10_11	5102433	1.0	Complete Genome	2023-06-11		5102433	5102433.0	1.0	Illumina MiSeq; Oxford Nanopore MinION	USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories - DBPL	PRJNA933575	SAMN33244890	4936	4821	60.0		Mycobacterium	98.65	0.54	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium		
GCF_041504375.1	ASM4150437v1	Tistrella bauzanensis	657419	OK		GCF_041504375.1-RS_2024_08_28	6107156	4.0	Complete Genome	2024-08-29		5091518	5091518.0	4.0	PacBio	Institute of chemical biology, Shenzhen Bay Lab	PRJNA925946	SAMN32936498	5418	5206	143.0		Alphaproteobacteria	98.65	0.68	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Geminicoccales	Geminicoccaceae	Tistrella		
GCF_963311185.1	AASFL403	Paenibacillus nuruki	1886670	OK		GCF_963311185.1-RS_2024_08_24	5066866	1.0	Complete Genome	2023-08-20		5066866	5066866.0	1.0	OXFORD_NANOPORE	ncipd	PRJEB65278	SAMEA114291057	4500	4364	30.0		Paenibacillus	87.17	0.87	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		
GCF_036884265.1	Pseudomonas psychrotolerans MLY92	Pseudomonas benzopyrenica	2993566	OK		GCF_036884265.1-RS_2024_05_26	5060308	1.0	Complete Genome	2024-04-05		5060308	5060308.0	1.0	PacBio RSII	Bioengineering, Zhejiang University of Science and Technology	PRJNA1039312	SAMN38209873	4774	4656	29.0		Pseudomonas	98.56	0.53	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		
GCF_964036645.1	Tenacibaculum vairaonense strain 190524A02bT	Tenacibaculum vairaonense	3137860	Inconclusive		GCF_964036645.1-RS_2025_01_26	5036910	1.0	Complete Genome	2024-06-05		5036910	5036910.0	1.0	Illumina, Nanopore	INRA, Virologie et Immunology Moleculaires, Universite Paris-Saclay, 78350, Jouy-en-Josas, France	PRJEB74105	SAMEA115592830	4206	4097	18.0		Tenacibaculum	93.47	12.88	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum		
GCF_026650945.1	ASM2665094v1	Clostridium tagluense	360422	OK		GCF_026650945.1-RS_2024_12_09	5450588	4.0	Complete Genome	2022-12-05		5029099	5029099.0	4.0	Nanopore/Illumina miniseq	University of Zurich	PRJNA735695	SAMN22045405	5136	4911	82.0		Clostridium	98.76	2.17	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium		
GCF_019203205.1	ASM1920320v1	Geomonas subterranea	2847989	OK		GCF_019203205.1-RS_2024_07_22	4991984	1.0	Complete Genome	2021-07-13		4991984	4991984.0	1.0	Nanopore PromethION; Illumina	Fujian Academy of Agricultural Sciences	PRJNA736484	SAMN19651306	4360	4266	17.0		Geobacteraceae	99.19	0.81	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geomonas		
GCF_041227765.1	ASM4122776v1	Marinomonas polaris	293552	OK		GCF_041227765.1-RS_2024_08_13	4933271	1.0	Complete Genome	2024-08-14		4933271	4933271.0	1.0	Oxford Nanopore MinION	Department of Agricultural Chemistry, Chonnam National University	PRJNA1137572	SAMN42622380	4597	4435	48.0		Marinomonas	98.93	1.95	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas		
GCF_029910235.1	ASM2991023v1	Pseudanabaena galeata CCNP1313	2602720	Inconclusive		GCF_029910235.1-RS_2024_12_02	5842326	6.0	Complete Genome	2023-05-01		4928719	4928719.0	6.0	Illumina NovaSeq; Oxford Nanopore GridION	University of Gdańsk	PRJNA884271	SAMN31016687	5336	5131	151.0		Pseudanabaena	88.99	11.86	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	Pseudanabaena galeata	
GCF_019428685.1	ASM1942868v1	Paraburkholderia edwinii	2861782	Inconclusive		GCF_019428685.1-RS_2024_05_06	8298884	2.0	Complete Genome	2021-07-31		4926881	4926881.0	2.0	Illumina; PacBio	California Institute of Technology	PRJNA748774	SAMN20344524	7273	7100	99.0		Burkholderiaceae	98.21	1.8	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia		
GCF_030285945.1	ASM3028594v1	Bacillus arachidis	2819290	OK		GCF_030285945.1-RS_2024_06_17	5218944	4.0	Complete Genome	2023-06-18		4913320	4913320.0	4.0	Oxford Nanopore MinION and MGISEQ-2000	Technical University of Denmark	PRJNA960711	SAMN34375038	5399	4968	277.0		Bacillus	98.53		Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus		
GCF_025133195.1	ASM2513319v1	Yersinia alsatica	2890317	OK		GCF_025133195.1-RS_2024_09_24	4901396	1.0	Complete Genome	2022-09-11		4901396	4901396.0	1.0	Oxford Nanopore MinION; MGISeq-2000	SRCAMB	PRJNA269675	SAMN30493426	4447	4283	46.0		Yersinia	99.74	1.55	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia		
GCF_036492835.1	ASM3649283v1	Fulvitalea axinellae	1182444	Inconclusive		GCF_036492835.1-RS_2024_04_04	7397925	15.0	Complete Genome	2023-09-26		4866544	4866544.0	15.0	PacBio RSII; HiSeq X 10	The University of Tokyo	PRJDB12613	SAMD00409819	5528	5372	24.0		Cytophagales	99.09	2.44	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Persicobacteraceae	Fulvitalea		
GCF_900089455.2	OrrDiv2	Orrella dioscoreae	1851544	Inconclusive		GCF_900089455.2-RS_2024_12_13	4848101	1.0	Complete Genome	2017-10-10		4848101	4848101.0	1.0		UZH	PRJEB13663	SAMEA4026966	4452	4373	20.0		Alcaligenaceae	100.0	0.99	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Orrella		
GCF_019931735.1	ASM1993173v1	Shewanella inventionis	1738770	OK		GCF_019931735.1-RS_2024_11_06	4831636	1.0	Complete Genome	2021-09-13		4831636	4831636.0	1.0	PacBio	Third Institute of Oceanography, Ministry of Natural Resources	PRJNA759840	SAMN21199278	4327	4119	82.0		Shewanella	99.02	0.27	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella		
GCF_035835995.1	ASM3583599v1	Enterobacter wuhouensis	2529381	OK		GCF_035835995.1-RS_2024_12_09	4821649	1.0	Complete Genome	2024-01-18		4821649	4821649.0	1.0	Illumina; PacBio	Anhui Academy of Agricultural Sciences	PRJNA1062907	SAMN39325020	4606	4431	62.0		Enterobacter	99.82	0.32	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter		
GCF_000025065.1	ASM2506v1	Dickeya parazeae Ech586	590409	OK		GCF_000025065.1-RS_2024_12_09	4818394	1.0	Complete Genome	2009-12-09		4818394	4818394.0	1.0		US DOE Joint Genome Institute (JGI-PGF)	PRJNA33667	SAMN02598506	4282	4132	46.0		Dickeya	99.24	0.86	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya parazeae	
GCF_020783335.1	ASM2078333v1	Mucilaginibacter daejeonensis	398049	Inconclusive		GCF_020783335.1-RS_2024_10_25	4810254	1.0	Complete Genome	2021-11-07		4810254	4810254.0	1.0	PacBio Sequel	National Institute of Agricultural Sciences	PRJNA776038	SAMN22698443	4153	4075	16.0		Sphingobacteriaceae	99.07	0.97	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		
GCF_002009425.1	ASM200942v1	Thiosocius teredinicola	1973002	Inconclusive		GCF_002009425.1-RS_2024_12_13	4790451	1.0	Complete Genome	2017-03-02		4790451	4790451.0	1.0	PacBio	Marine Science Center, Northeastern University	PRJNA376164	SAMN06351224	4557	4469	15.0		Chromatiales	98.91	2.75	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Thiosocius		
GCF_044905075.1	ASM4490507v1	Yersinia vastinensis	2890318	OK		GCF_044905075.1-RS_2024_11_15	4763193	3.0	Complete Genome	2024-11-20		4752954	4752954.0	3.0	MGISeq-2000; Oxford Nanopore MinION	Science Department, SRCAMB	PRJNA269675	SAMN44482130	4412	4249	43.0		Yersinia	99.65	2.09	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia		
GCF_030406165.1	ASM3040616v1	Enterobacter pseudoroggenkampii	2996112	OK		GCF_030406165.1-RS_2024_07_06	4730290	1.0	Complete Genome	2023-07-04		4730290	4730290.0	1.0	Illumina HiSeq; Oxford Nanopore PromethION	South China Agricultural University	PRJNA987424	SAMN35981009	4551	4383	53.0		Enterobacter	98.56	0.81	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter		
GCF_023515995.1	ASM2351599v1	Candidatus Mycobacterium methanotrophicum	2943498	Inconclusive		GCF_023515995.1-RS_2024_08_14	5002371	2.0	Complete Genome	2022-05-21		4719641	4719641.0	2.0	Illumina HiSeq; Oxford Nanopore MinION	ULB	PRJNA837300	SAMN28196450	5257	4483	716.0		Mycobacterium	97.54	2.82	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium		
GCF_036153515.1	ASM3615351v1	Williamsia herbipolensis	1603258	OK		GCF_036153515.1-RS_2024_12_11	4711874	1.0	Complete Genome	2024-01-25		4711874	4711874.0	1.0	Oxford Nanopore MinION and Illumina	Technical University of Denmark	PRJNA747871	SAMN24016210	4397	4314	29.0		Nocardiaceae	97.71	0.37	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Williamsia		
GCF_003687485.1	ASM368748v1	Euzebyella marina	1761453	OK		GCF_003687485.1-RS_2024_12_11	4707469	1.0	Complete Genome	2018-10-24		4707469	4707469.0	1.0	Illumina HiSeq; PacBio RSII	Ocean University of China	PRJNA487991	SAMN09915277	4056	4002	6.0		Flavobacteriaceae	100.0	0.32	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Euzebyella		
GCF_040256885.1	CCG_Sriyadhensis_PB3_1.0	Stenotrophomonas riyadhensis	2859893	OK		GCF_040256885.1-RS_2024_06_20	4703182	1.0	Complete Genome	2024-06-21		4703182	4703182.0	1.0	PacBio RSII; Illumina MiniSeq	Centro de Ciencias Genomicas, Universidad Nacional Autonoma de Mexico - UNAM	PRJNA1109369	SAMN41264624	4313	4204	19.0		Stenotrophomonas	99.51	0.89	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas		
